0.15825944	-0.17132765	0.17005232	-0.1166811	0.10532318	-0.16062409	0.16368471	-0.18160588	0.089838445	-0.116672	-0.15763146	0.11979672	0.12390311	0.13901211	-0.15445216	0.14899872
0.21160272	-0.22033085	0.18012777	-0.17665415	0.15545659	-0.16846825	0.21652137	-0.2579114	0.24088956	-0.26370558	-0.24921294	0.14892036	0.19264379	0.250631	-0.2104734	0.17566994
-0.029389476	0.030665278	0.010190303	-0.022908704	-0.036722444	-0.004915111	0.046770863	0.027258899	-0.030398637	-0.02364734	0.037872847	-0.0057846108	-0.029890563	-0.04300849	0.041126993	0.029610528
-0.17414665	0.14425735	-0.11725696	0.15951815	-0.10778228	0.109321825	-0.15450843	0.2213021	-0.13016288	0.17947124	0.15282944	-0.055194225	-0.18987104	-0.120768666	0.18279424	-0.14690994
-0.14944103	0.17824988	-0.1520208	0.1789069	-0.11826632	0.13714561	-0.16204512	0.20671272	-0.1291209	0.12824103	0.13478827	-0.08439163	-0.16943762	-0.14310111	0.16496332	-0.18944669
0.59218174	-0.6276705	0.65052783	-0.70379525	0.6513377	-0.56466764	0.64175355	-0.695738	0.59315693	-0.7416323	-0.600756	0.46075484	0.63861346	0.7476205	-0.66881216	0.62045723
0.24500735	-0.18942142	0.2649159	-0.28143364	0.26888087	-0.13373856	0.25954777	-0.31658283	0.22817983	-0.31176683	-0.2545235	0.16819015	0.19371943	0.2980165	-0.24330291	0.27831003
0.07643065	-0.08671957	0.11338062	-0.12545432	0.08048614	-0.06810561	0.07730774	-0.097194314	0.101811595	-0.08375733	-0.15376802	0.041176245	0.07422141	0.15006033	-0.06613166	0.1329643
0.197869	-0.1271072	0.1967219	-0.16180141	0.18606469	-0.16554725	0.19683066	-0.24981698	0.12972552	-0.1469278	-0.17792599	0.11551315	0.13452859	0.21240737	-0.14396602	0.19241224
-0.2664652	0.26619384	-0.34015384	0.2871992	-0.2968725	0.15961297	-0.29214236	0.2934187	-0.31424716	0.3344883	0.30657172	-0.13460805	-0.29221857	-0.36988035	0.3483295	-0.37550867
-0.041849744	-0.0013512654	0.017002396	0.025510706	-0.054050814	-0.018320851	-0.03793101	0.005409	-0.055059463	0.019986391	0.05795905	-0.046550598	-0.060204946	-0.04957916	0.00073326816	-0.065777436
-0.10438809	0.1237147	-0.13131943	0.090064295	-0.085457884	0.036594305	-0.026097134	0.08345282	-0.086721435	0.12422236	0.093817994	0.0044993847	-0.04445808	-0.1302819	0.1255713	-0.08518844
-0.12184189	0.14065707	-0.09582222	0.113774985	-0.115959704	0.040720806	-0.08921154	0.08176881	-0.09148669	0.13545765	0.081279695	-0.07303021	-0.07693898	-0.15185286	0.1116698	-0.13785198
-0.017883051	-0.033668857	0.06731325	-0.045789335	0.027420027	0.037249792	-0.032082904	0.026121626	0.010645983	-0.013707419	-0.04482068	-0.01641059	0.031150922	0.010172839	-0.03219583	0.060520545
-0.27152038	0.29691854	-0.29390374	0.30611712	-0.22578758	0.18314712	-0.23759276	0.27068192	-0.26973996	0.3009809	0.21527876	-0.19056349	-0.276657	-0.25932544	0.23982349	-0.26711214
0.5403963	-0.55120015	0.67347693	-0.66637427	0.6267013	-0.6451098	0.55784225	-0.7065316	0.5590134	-0.6908032	-0.5125192	0.5787571	0.53521174	0.65076774	-0.5261108	0.55146545
-0.17574228	0.13155197	-0.11273359	0.17960653	-0.10835756	0.15626708	-0.18650238	0.16645071	-0.14764692	0.14952016	0.14598837	-0.071352355	-0.14094931	-0.1440277	0.14426917	-0.1960475
-0.021329405	0.008791354	-0.06401166	0.042693935	-0.013598271	0.057118505	-0.05414744	0.045244582	-0.007177623	0.05742595	-0.018079424	-0.031002726	-0.011369899	-0.06058628	-0.023773197	-0.050855294
0.23148322	-0.25277537	0.24392255	-0.30104536	0.21233423	-0.1655408	0.18565321	-0.27220327	0.23368847	-0.271662	-0.22884247	0.1286289	0.26333842	0.26277244	-0.21633278	0.2301784
0.6518286	-0.62641066	0.7006514	-0.6821795	0.6999533	-0.60036266	0.6568548	-0.7769388	0.62607044	-0.75429153	-0.6159116	0.60310954	0.65896404	0.7975389	-0.67039055	0.679484
-0.023341917	0.010297228	-0.03559417	0.011235219	0.0012564572	0.050282728	-0.03302695	-0.011829348	-0.030338384	0.0053931447	0.07959899	-0.06336274	0.007576539	-0.0070902677	0.06794466	-0.037913002
-0.009898577	-0.008071202	-0.066238895	0.05041211	-0.08301748	0.057655137	-0.041230768	0.022342263	-0.06832652	0.0020954043	0.028883945	0.011653347	-0.01647226	-0.001555936	-0.0006049685	0.0006651458
0.106354915	-0.061289705	0.0824806	-0.043231994	0.06998466	-0.053217392	0.11234917	-0.037777185	0.08318319	-0.07206734	-0.09232242	0.0028739034	0.06492642	0.118614316	-0.0776996	0.05922186
